week,client_id,trainer_id,event,score,subscores,context,timestamp
3,CLT-32,TRN-8,chat_tap,0.4586,"{""gender"": 0.5, ""style"": 0.561, ""avail"": 0.4693, ""age"": 0.7, ""qual"": 0.3462, ""edu"": 0.7, ""loc"": 0.5383, ""recency"": 0.2928, ""exp"": 0.3794, ""persona"": 0.3075, ""goal"": 0.383}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 3}",2026-01-22T00:07:00
3,CLT-72,TRN-8,impression,0.624,"{""gender"": 0.5, ""style"": 0.6988, ""avail"": 0.3611, ""age"": 1.0, ""qual"": 0.5352, ""edu"": 1.0, ""loc"": 0.7659, ""recency"": 0.5636, ""exp"": 0.4605, ""persona"": 0.624, ""goal"": 0.6066}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 3}",2026-01-22T00:00:00
3,CLT-72,TRN-8,profile_open,0.624,"{""gender"": 0.5, ""style"": 0.6988, ""avail"": 0.3611, ""age"": 1.0, ""qual"": 0.5352, ""edu"": 1.0, ""loc"": 0.7659, ""recency"": 0.5636, ""exp"": 0.4605, ""persona"": 0.624, ""goal"": 0.6066}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 3}",2026-01-22T00:03:00
3,CLT-72,TRN-8,chat_tap,0.624,"{""gender"": 0.5, ""style"": 0.6988, ""avail"": 0.3611, ""age"": 1.0, ""qual"": 0.5352, ""edu"": 1.0, ""loc"": 0.7659, ""recency"": 0.5636, ""exp"": 0.4605, ""persona"": 0.624, ""goal"": 0.6066}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 3}",2026-01-22T00:07:00
3,CLT-79,TRN-19,impression,0.8975,"{""gender"": 1.0, ""style"": 0.8748, ""avail"": 1.0, ""age"": 1.0, ""qual"": 0.8864, ""edu"": 0.7, ""loc"": 1.0, ""recency"": 0.8494, ""exp"": 0.9067, ""persona"": 1.0, ""goal"": 0.7131}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 3}",2026-01-22T00:00:00
3,CLT-63,TRN-13,impression,0.4248,"{""gender"": 1.0, ""style"": 0.2685, ""avail"": 0.258, ""age"": 1.0, ""qual"": 0.2936, ""edu"": 0.7, ""loc"": 0.2463, ""recency"": 0.2015, ""exp"": 0.2662, ""persona"": 0.3678, ""goal"": 0.4155}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 3}",2026-01-22T00:00:00
3,CLT-63,TRN-13,profile_open,0.4248,"{""gender"": 1.0, ""style"": 0.2685, ""avail"": 0.258, ""age"": 1.0, ""qual"": 0.2936, ""edu"": 0.7, ""loc"": 0.2463, ""recency"": 0.2015, ""exp"": 0.2662, ""persona"": 0.3678, ""goal"": 0.4155}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 3}",2026-01-22T00:03:00
3,CLT-58,TRN-12,impression,0.7603,"{""gender"": 1.0, ""style"": 0.846, ""avail"": 0.8682, ""age"": 0.7, ""qual"": 0.6865, ""edu"": 0.7, ""loc"": 0.7395, ""recency"": 0.7222, ""exp"": 0.8906, ""persona"": 0.5202, ""goal"": 0.6186}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 3}",2026-01-22T00:00:00
3,CLT-57,TRN-6,impression,0.9524,"{""gender"": 1.0, ""style"": 0.9454, ""avail"": 0.9549, ""age"": 1.0, ""qual"": 0.7436, ""edu"": 1.0, ""loc"": 1.0, ""recency"": 1.0, ""exp"": 0.982, ""persona"": 0.8849, ""goal"": 1.0}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 3}",2026-01-22T00:00:00
3,CLT-41,TRN-43,impression,0.7391,"{""gender"": 1.0, ""style"": 0.7279, ""avail"": 0.6717, ""age"": 1.0, ""qual"": 0.592, ""edu"": 1.0, ""loc"": 0.5295, ""recency"": 0.7852, ""exp"": 0.5385, ""persona"": 0.7322, ""goal"": 0.7588}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 3}",2026-01-22T00:00:00
3,CLT-41,TRN-43,profile_open,0.7391,"{""gender"": 1.0, ""style"": 0.7279, ""avail"": 0.6717, ""age"": 1.0, ""qual"": 0.592, ""edu"": 1.0, ""loc"": 0.5295, ""recency"": 0.7852, ""exp"": 0.5385, ""persona"": 0.7322, ""goal"": 0.7588}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 3}",2026-01-22T00:03:00
3,CLT-41,TRN-43,chat_tap,0.7391,"{""gender"": 1.0, ""style"": 0.7279, ""avail"": 0.6717, ""age"": 1.0, ""qual"": 0.592, ""edu"": 1.0, ""loc"": 0.5295, ""recency"": 0.7852, ""exp"": 0.5385, ""persona"": 0.7322, ""goal"": 0.7588}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 3}",2026-01-22T00:07:00
3,CLT-39,TRN-11,impression,0.7839,"{""gender"": 0.5, ""style"": 0.7588, ""avail"": 0.9477, ""age"": 0.7, ""qual"": 0.9871, ""edu"": 0.3, ""loc"": 0.8678, ""recency"": 0.7923, ""exp"": 0.8838, ""persona"": 1.0, ""goal"": 0.7034}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 3}",2026-01-22T00:00:00
3,CLT-90,TRN-41,impression,0.6076,"{""gender"": 1.0, ""style"": 0.5623, ""avail"": 0.5232, ""age"": 1.0, ""qual"": 0.5678, ""edu"": 0.3, ""loc"": 0.5673, ""recency"": 0.5052, ""exp"": 0.4322, ""persona"": 0.5388, ""goal"": 0.6166}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 3}",2026-01-22T00:00:00
3,CLT-90,TRN-41,profile_open,0.6076,"{""gender"": 1.0, ""style"": 0.5623, ""avail"": 0.5232, ""age"": 1.0, ""qual"": 0.5678, ""edu"": 0.3, ""loc"": 0.5673, ""recency"": 0.5052, ""exp"": 0.4322, ""persona"": 0.5388, ""goal"": 0.6166}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 3}",2026-01-22T00:03:00
3,CLT-29,TRN-8,impression,0.4702,"{""gender"": 0.3, ""style"": 0.4713, ""avail"": 0.5447, ""age"": 0.5, ""qual"": 0.4827, ""edu"": 1.0, ""loc"": 0.4887, ""recency"": 0.3575, ""exp"": 0.516, ""persona"": 0.351, ""goal"": 0.4186}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 3}",2026-01-22T00:00:00
3,CLT-18,TRN-16,impression,0.4477,"{""gender"": 1.0, ""style"": 0.4274, ""avail"": 0.2707, ""age"": 0.7, ""qual"": 0.2625, ""edu"": 1.0, ""loc"": 0.4304, ""recency"": 0.3289, ""exp"": 0.2445, ""persona"": 0.4813, ""goal"": 0.2575}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 3}",2026-01-22T00:00:00
3,CLT-4,TRN-24,impression,0.697,"{""gender"": 1.0, ""style"": 0.6525, ""avail"": 0.7527, ""age"": 0.5, ""qual"": 0.574, ""edu"": 0.5, ""loc"": 0.8493, ""recency"": 0.8753, ""exp"": 0.5387, ""persona"": 0.8213, ""goal"": 0.5985}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 3}",2026-01-22T00:00:00
3,CLT-48,TRN-30,impression,0.6294,"{""gender"": 1.0, ""style"": 0.8275, ""avail"": 0.5888, ""age"": 0.5, ""qual"": 0.4674, ""edu"": 0.3, ""loc"": 0.3861, ""recency"": 0.7372, ""exp"": 0.5218, ""persona"": 0.5912, ""goal"": 0.6993}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 3}",2026-01-22T00:00:00
3,CLT-71,TRN-9,impression,0.638,"{""gender"": 1.0, ""style"": 0.5462, ""avail"": 0.2955, ""age"": 1.0, ""qual"": 0.5376, ""edu"": 0.3, ""loc"": 0.7646, ""recency"": 0.8615, ""exp"": 0.5123, ""persona"": 0.3373, ""goal"": 0.7071}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 3}",2026-01-22T00:00:00
3,CLT-12,TRN-5,impression,0.6267,"{""gender"": 0.3, ""style"": 0.6406, ""avail"": 0.6366, ""age"": 0.5, ""qual"": 0.6694, ""edu"": 0.3, ""loc"": 0.686, ""recency"": 0.8426, ""exp"": 0.7905, ""persona"": 0.7173, ""goal"": 0.631}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 3}",2026-01-22T00:00:00
3,CLT-12,TRN-5,profile_open,0.6267,"{""gender"": 0.3, ""style"": 0.6406, ""avail"": 0.6366, ""age"": 0.5, ""qual"": 0.6694, ""edu"": 0.3, ""loc"": 0.686, ""recency"": 0.8426, ""exp"": 0.7905, ""persona"": 0.7173, ""goal"": 0.631}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 3}",2026-01-22T00:03:00
3,CLT-93,TRN-31,impression,0.5739,"{""gender"": 0.5, ""style"": 0.4295, ""avail"": 0.4002, ""age"": 0.7, ""qual"": 0.7219, ""edu"": 0.7, ""loc"": 0.5748, ""recency"": 0.8725, ""exp"": 0.7112, ""persona"": 0.3446, ""goal"": 0.4718}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 3}",2026-01-22T00:00:00
3,CLT-99,TRN-27,impression,0.6351,"{""gender"": 1.0, ""style"": 0.5442, ""avail"": 0.4194, ""age"": 1.0, ""qual"": 0.4715, ""edu"": 1.0, ""loc"": 0.809, ""recency"": 0.3225, ""exp"": 0.7794, ""persona"": 0.5555, ""goal"": 0.4748}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 3}",2026-01-22T00:00:00
3,CLT-10,TRN-9,impression,0.6708,"{""gender"": 1.0, ""style"": 0.8301, ""avail"": 0.5536, ""age"": 0.5, ""qual"": 0.6767, ""edu"": 0.5, ""loc"": 0.8354, ""recency"": 0.7721, ""exp"": 0.6739, ""persona"": 0.3946, ""goal"": 0.4628}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 3}",2026-01-22T00:00:00
3,CLT-83,TRN-5,impression,0.4651,"{""gender"": 0.5, ""style"": 0.3595, ""avail"": 0.3553, ""age"": 0.5, ""qual"": 0.2508, ""edu"": 1.0, ""loc"": 0.5619, ""recency"": 0.321, ""exp"": 0.2777, ""persona"": 0.7421, ""goal"": 0.6224}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 3}",2026-01-22T00:00:00
3,CLT-88,TRN-34,impression,0.5262,"{""gender"": 1.0, ""style"": 0.663, ""avail"": 0.7165, ""age"": 1.0, ""qual"": 0.2712, ""edu"": 0.3, ""loc"": 0.3767, ""recency"": 0.5358, ""exp"": 0.2807, ""persona"": 0.3183, ""goal"": 0.327}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 3}",2026-01-22T00:00:00
3,CLT-100,TRN-36,impression,0.6513,"{""gender"": 1.0, ""style"": 0.542, ""avail"": 0.741, ""age"": 0.7, ""qual"": 0.6232, ""edu"": 0.7, ""loc"": 0.703, ""recency"": 0.6495, ""exp"": 0.5405, ""persona"": 0.3627, ""goal"": 0.6238}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 3}",2026-01-22T00:00:00
3,CLT-24,TRN-50,impression,0.7149,"{""gender"": 0.3, ""style"": 0.654, ""avail"": 0.6813, ""age"": 0.7, ""qual"": 0.8645, ""edu"": 1.0, ""loc"": 0.8993, ""recency"": 0.4045, ""exp"": 0.8232, ""persona"": 0.5683, ""goal"": 0.9481}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 3}",2026-01-22T00:00:00
3,CLT-56,TRN-33,impression,0.5966,"{""gender"": 1.0, ""style"": 0.3924, ""avail"": 0.5307, ""age"": 1.0, ""qual"": 0.5215, ""edu"": 0.5, ""loc"": 0.696, ""recency"": 0.3912, ""exp"": 0.4316, ""persona"": 0.8667, ""goal"": 0.5072}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 3}",2026-01-22T00:00:00
3,CLT-8,TRN-8,impression,0.5239,"{""gender"": 0.5, ""style"": 0.2792, ""avail"": 0.657, ""age"": 0.5, ""qual"": 0.5926, ""edu"": 0.5, ""loc"": 0.6209, ""recency"": 0.4275, ""exp"": 0.5952, ""persona"": 0.5871, ""goal"": 0.584}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 3}",2026-01-22T00:00:00
3,CLT-39,TRN-11,impression,0.53,"{""gender"": 0.3, ""style"": 0.5399, ""avail"": 0.6466, ""age"": 1.0, ""qual"": 0.5025, ""edu"": 0.3, ""loc"": 0.5726, ""recency"": 0.4796, ""exp"": 0.612, ""persona"": 0.5166, ""goal"": 0.4005}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 3}",2026-01-22T00:00:00
3,CLT-39,TRN-11,profile_open,0.53,"{""gender"": 0.3, ""style"": 0.5399, ""avail"": 0.6466, ""age"": 1.0, ""qual"": 0.5025, ""edu"": 0.3, ""loc"": 0.5726, ""recency"": 0.4796, ""exp"": 0.612, ""persona"": 0.5166, ""goal"": 0.4005}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 3}",2026-01-22T00:03:00
3,CLT-29,TRN-23,impression,0.6166,"{""gender"": 0.5, ""style"": 0.5745, ""avail"": 0.5542, ""age"": 1.0, ""qual"": 0.5179, ""edu"": 1.0, ""loc"": 0.3972, ""recency"": 0.6225, ""exp"": 0.5676, ""persona"": 0.7002, ""goal"": 0.6608}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 3}",2026-01-22T00:00:00
3,CLT-67,TRN-19,impression,0.7802,"{""gender"": 1.0, ""style"": 0.6689, ""avail"": 0.6722, ""age"": 1.0, ""qual"": 0.7142, ""edu"": 1.0, ""loc"": 0.5131, ""recency"": 0.7123, ""exp"": 0.9074, ""persona"": 0.8219, ""goal"": 0.7984}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 3}",2026-01-22T00:00:00
3,CLT-33,TRN-13,impression,0.4768,"{""gender"": 0.5, ""style"": 0.5415, ""avail"": 0.3665, ""age"": 0.7, ""qual"": 0.4183, ""edu"": 0.5, ""loc"": 0.5942, ""recency"": 0.4398, ""exp"": 0.487, ""persona"": 0.3707, ""goal"": 0.3793}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 3}",2026-01-22T00:00:00
3,CLT-71,TRN-18,impression,0.6767,"{""gender"": 1.0, ""style"": 0.4068, ""avail"": 0.7774, ""age"": 1.0, ""qual"": 0.7461, ""edu"": 0.3, ""loc"": 0.4872, ""recency"": 0.6341, ""exp"": 0.7933, ""persona"": 0.474, ""goal"": 0.7329}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 3}",2026-01-22T00:00:00
3,CLT-71,TRN-18,profile_open,0.6767,"{""gender"": 1.0, ""style"": 0.4068, ""avail"": 0.7774, ""age"": 1.0, ""qual"": 0.7461, ""edu"": 0.3, ""loc"": 0.4872, ""recency"": 0.6341, ""exp"": 0.7933, ""persona"": 0.474, ""goal"": 0.7329}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 3}",2026-01-22T00:03:00
3,CLT-71,TRN-18,chat_tap,0.6767,"{""gender"": 1.0, ""style"": 0.4068, ""avail"": 0.7774, ""age"": 1.0, ""qual"": 0.7461, ""edu"": 0.3, ""loc"": 0.4872, ""recency"": 0.6341, ""exp"": 0.7933, ""persona"": 0.474, ""goal"": 0.7329}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 3}",2026-01-22T00:07:00
3,CLT-65,TRN-42,impression,0.8468,"{""gender"": 1.0, ""style"": 0.8673, ""avail"": 0.6761, ""age"": 1.0, ""qual"": 0.9946, ""edu"": 0.7, ""loc"": 0.8387, ""recency"": 0.8382, ""exp"": 0.6173, ""persona"": 0.7033, ""goal"": 0.9177}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 3}",2026-01-22T00:00:00
3,CLT-65,TRN-42,profile_open,0.8468,"{""gender"": 1.0, ""style"": 0.8673, ""avail"": 0.6761, ""age"": 1.0, ""qual"": 0.9946, ""edu"": 0.7, ""loc"": 0.8387, ""recency"": 0.8382, ""exp"": 0.6173, ""persona"": 0.7033, ""goal"": 0.9177}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 3}",2026-01-22T00:03:00
3,CLT-20,TRN-11,impression,0.5831,"{""gender"": 0.5, ""style"": 0.7528, ""avail"": 0.5851, ""age"": 0.7, ""qual"": 0.4435, ""edu"": 0.3, ""loc"": 0.6865, ""recency"": 0.5558, ""exp"": 0.581, ""persona"": 0.6754, ""goal"": 0.5184}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 3}",2026-01-22T00:00:00
3,CLT-93,TRN-39,impression,0.6856,"{""gender"": 1.0, ""style"": 0.6336, ""avail"": 0.5876, ""age"": 0.5, ""qual"": 0.8202, ""edu"": 1.0, ""loc"": 0.7952, ""recency"": 0.7268, ""exp"": 0.4575, ""persona"": 0.4843, ""goal"": 0.6256}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 3}",2026-01-22T00:00:00
3,CLT-93,TRN-39,profile_open,0.6856,"{""gender"": 1.0, ""style"": 0.6336, ""avail"": 0.5876, ""age"": 0.5, ""qual"": 0.8202, ""edu"": 1.0, ""loc"": 0.7952, ""recency"": 0.7268, ""exp"": 0.4575, ""persona"": 0.4843, ""goal"": 0.6256}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 3}",2026-01-22T00:03:00
3,CLT-6,TRN-2,impression,0.4478,"{""gender"": 1.0, ""style"": 0.2223, ""avail"": 0.4864, ""age"": 1.0, ""qual"": 0.397, ""edu"": 0.5, ""loc"": 0.3435, ""recency"": 0.6987, ""exp"": 0.2284, ""persona"": 0.101, ""goal"": 0.2184}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 3}",2026-01-22T00:00:00
3,CLT-6,TRN-2,profile_open,0.4478,"{""gender"": 1.0, ""style"": 0.2223, ""avail"": 0.4864, ""age"": 1.0, ""qual"": 0.397, ""edu"": 0.5, ""loc"": 0.3435, ""recency"": 0.6987, ""exp"": 0.2284, ""persona"": 0.101, ""goal"": 0.2184}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 3}",2026-01-22T00:03:00
3,CLT-99,TRN-37,impression,0.7537,"{""gender"": 1.0, ""style"": 0.892, ""avail"": 0.8207, ""age"": 1.0, ""qual"": 0.6033, ""edu"": 0.5, ""loc"": 0.4291, ""recency"": 0.725, ""exp"": 0.7053, ""persona"": 0.6767, ""goal"": 0.7835}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 3}",2026-01-22T00:00:00
3,CLT-99,TRN-37,profile_open,0.7537,"{""gender"": 1.0, ""style"": 0.892, ""avail"": 0.8207, ""age"": 1.0, ""qual"": 0.6033, ""edu"": 0.5, ""loc"": 0.4291, ""recency"": 0.725, ""exp"": 0.7053, ""persona"": 0.6767, ""goal"": 0.7835}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 3}",2026-01-22T00:03:00
3,CLT-99,TRN-37,chat_tap,0.7537,"{""gender"": 1.0, ""style"": 0.892, ""avail"": 0.8207, ""age"": 1.0, ""qual"": 0.6033, ""edu"": 0.5, ""loc"": 0.4291, ""recency"": 0.725, ""exp"": 0.7053, ""persona"": 0.6767, ""goal"": 0.7835}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 3}",2026-01-22T00:07:00
3,CLT-80,TRN-41,impression,0.6427,"{""gender"": 1.0, ""style"": 0.5028, ""avail"": 0.657, ""age"": 1.0, ""qual"": 0.5281, ""edu"": 1.0, ""loc"": 0.5942, ""recency"": 0.8132, ""exp"": 0.3669, ""persona"": 0.4479, ""goal"": 0.51}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 3}",2026-01-22T00:00:00
3,CLT-80,TRN-41,profile_open,0.6427,"{""gender"": 1.0, ""style"": 0.5028, ""avail"": 0.657, ""age"": 1.0, ""qual"": 0.5281, ""edu"": 1.0, ""loc"": 0.5942, ""recency"": 0.8132, ""exp"": 0.3669, ""persona"": 0.4479, ""goal"": 0.51}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 3}",2026-01-22T00:03:00
3,CLT-70,TRN-19,impression,0.7267,"{""gender"": 0.5, ""style"": 0.8464, ""avail"": 0.8857, ""age"": 1.0, ""qual"": 0.6779, ""edu"": 0.7, ""loc"": 0.5263, ""recency"": 0.9234, ""exp"": 0.7885, ""persona"": 0.5429, ""goal"": 0.6013}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 3}",2026-01-22T00:00:00
3,CLT-39,TRN-31,impression,0.5988,"{""gender"": 1.0, ""style"": 0.6609, ""avail"": 0.3745, ""age"": 0.5, ""qual"": 0.4174, ""edu"": 0.3, ""loc"": 0.6942, ""recency"": 0.4953, ""exp"": 0.602, ""persona"": 0.6247, ""goal"": 0.707}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 3}",2026-01-22T00:00:00
3,CLT-39,TRN-31,profile_open,0.5988,"{""gender"": 1.0, ""style"": 0.6609, ""avail"": 0.3745, ""age"": 0.5, ""qual"": 0.4174, ""edu"": 0.3, ""loc"": 0.6942, ""recency"": 0.4953, ""exp"": 0.602, ""persona"": 0.6247, ""goal"": 0.707}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 3}",2026-01-22T00:03:00
3,CLT-52,TRN-20,impression,0.6886,"{""gender"": 1.0, ""style"": 0.6483, ""avail"": 0.5902, ""age"": 1.0, ""qual"": 0.5444, ""edu"": 0.7, ""loc"": 0.5042, ""recency"": 0.5575, ""exp"": 0.7147, ""persona"": 0.8121, ""goal"": 0.6677}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 3}",2026-01-22T00:00:00
3,CLT-89,TRN-4,impression,0.5984,"{""gender"": 0.3, ""style"": 0.6646, ""avail"": 0.5732, ""age"": 0.7, ""qual"": 0.6235, ""edu"": 1.0, ""loc"": 0.3368, ""recency"": 0.5236, ""exp"": 0.6568, ""persona"": 0.4785, ""goal"": 0.7808}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 3}",2026-01-22T00:00:00
3,CLT-89,TRN-4,profile_open,0.5984,"{""gender"": 0.3, ""style"": 0.6646, ""avail"": 0.5732, ""age"": 0.7, ""qual"": 0.6235, ""edu"": 1.0, ""loc"": 0.3368, ""recency"": 0.5236, ""exp"": 0.6568, ""persona"": 0.4785, ""goal"": 0.7808}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 3}",2026-01-22T00:03:00
3,CLT-60,TRN-14,impression,0.7886,"{""gender"": 1.0, ""style"": 0.7487, ""avail"": 0.7835, ""age"": 0.7, ""qual"": 0.7077, ""edu"": 0.5, ""loc"": 0.7309, ""recency"": 0.7884, ""exp"": 0.7402, ""persona"": 1.0, ""goal"": 0.8715}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 3}",2026-01-22T00:00:00
3,CLT-60,TRN-14,profile_open,0.7886,"{""gender"": 1.0, ""style"": 0.7487, ""avail"": 0.7835, ""age"": 0.7, ""qual"": 0.7077, ""edu"": 0.5, ""loc"": 0.7309, ""recency"": 0.7884, ""exp"": 0.7402, ""persona"": 1.0, ""goal"": 0.8715}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 3}",2026-01-22T00:03:00
3,CLT-60,TRN-14,chat_tap,0.7886,"{""gender"": 1.0, ""style"": 0.7487, ""avail"": 0.7835, ""age"": 0.7, ""qual"": 0.7077, ""edu"": 0.5, ""loc"": 0.7309, ""recency"": 0.7884, ""exp"": 0.7402, ""persona"": 1.0, ""goal"": 0.8715}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 3}",2026-01-22T00:07:00
3,CLT-41,TRN-47,impression,0.5566,"{""gender"": 1.0, ""style"": 0.3031, ""avail"": 0.5347, ""age"": 1.0, ""qual"": 0.4526, ""edu"": 1.0, ""loc"": 0.425, ""recency"": 0.4428, ""exp"": 0.4993, ""persona"": 0.2121, ""goal"": 0.5904}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 3}",2026-01-22T00:00:00
3,CLT-45,TRN-26,impression,0.6168,"{""gender"": 0.5, ""style"": 0.7079, ""avail"": 0.5194, ""age"": 0.7, ""qual"": 0.4573, ""edu"": 1.0, ""loc"": 0.6805, ""recency"": 0.3463, ""exp"": 0.6541, ""persona"": 0.5609, ""goal"": 0.7633}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 3}",2026-01-22T00:00:00
3,CLT-45,TRN-26,profile_open,0.6168,"{""gender"": 0.5, ""style"": 0.7079, ""avail"": 0.5194, ""age"": 0.7, ""qual"": 0.4573, ""edu"": 1.0, ""loc"": 0.6805, ""recency"": 0.3463, ""exp"": 0.6541, ""persona"": 0.5609, ""goal"": 0.7633}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 3}",2026-01-22T00:03:00
3,CLT-72,TRN-7,impression,0.4287,"{""gender"": 0.5, ""style"": 0.3511, ""avail"": 0.4036, ""age"": 0.5, ""qual"": 0.2545, ""edu"": 0.7, ""loc"": 0.6205, ""recency"": 0.2054, ""exp"": 0.5293, ""persona"": 0.6172, ""goal"": 0.3523}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 3}",2026-01-22T00:00:00
3,CLT-60,TRN-8,impression,0.5968,"{""gender"": 0.3, ""style"": 0.6241, ""avail"": 0.5517, ""age"": 1.0, ""qual"": 0.6612, ""edu"": 0.5, ""loc"": 0.6239, ""recency"": 0.4464, ""exp"": 0.4282, ""persona"": 0.604, ""goal"": 0.7547}","{""weight_profile_id"": ""feedback_loop_simulation"", ""source"": ""synthetic_simulation"", ""week"": 3}",2026-01-22T00:00:00
