client_id,trainer_id,gender_score,style_score,availability_score,age_score,qualification_score,education_score,location_score,recency_score,experience_score,persona_score,goal_score,baseline_score_default_weights,match_outcome
CLT-1008,TRN-2025,0.5,0.3396,0.8229,1.0,0.87,0.3,0.5,0.5,0.3,0.3357,0.4118,0.5338,0
CLT-1009,TRN-2001,1.0,0.3047,0.1861,0.5,0.61,0.3,1.0,0.5,0.6,0.2766,0.384,0.5174,0
CLT-1009,TRN-2002,1.0,0.3373,0.9403,0.5,0.87,0.3,0.1182,0.9245,0.9,0.391,0.5398,0.6309,1
CLT-1009,TRN-2003,1.0,0.4086,0.6208,0.5,0.87,0.3,0.2185,0.8642,1.0,0.3199,0.221,0.5773,0
CLT-1009,TRN-2004,1.0,0.8796,0.8653,1.0,0.61,0.3,0.1198,0.9396,0.7,0.7548,0.8961,0.7588,1
CLT-1009,TRN-2005,1.0,0.4128,0.8139,1.0,0.61,0.3,1.0,1.0,0.4,0.3021,0.4304,0.6582,1
CLT-1009,TRN-2006,1.0,0.3224,0.68,1.0,0.61,0.3,0.1405,0.8189,1.0,0.255,0.3076,0.5754,0
CLT-1009,TRN-2007,0.3,0.1618,0.7145,1.0,0.74,0.3,0.2751,0.2,1.0,0.3879,0.343,0.4782,0
CLT-1009,TRN-2008,1.0,0.3316,0.5849,1.0,0.74,0.3,0.2191,0.4264,1.0,0.3549,0.4413,0.5782,0
CLT-1009,TRN-2009,0.3,0.3699,0.2656,1.0,0.61,0.3,0.1559,0.5,1.0,0.2753,0.4064,0.4697,0
CLT-1009,TRN-2010,1.0,0.3541,0.942,1.0,0.61,0.3,0.1429,0.2,1.0,0.3681,0.2832,0.5518,1
CLT-1009,TRN-2011,0.3,0.5951,0.1892,1.0,1.0,0.3,0.1405,0.5,0.5,0.2086,0.694,0.5232,0
CLT-1009,TRN-2012,0.3,0.2926,0.6684,1.0,0.74,0.3,0.125,0.8189,0.2,0.2414,0.2027,0.4341,0
CLT-1009,TRN-2013,0.3,0.3505,0.1623,1.0,0.74,0.3,0.125,0.5,0.5,0.3282,0.3884,0.4253,0
CLT-1009,TRN-2014,0.3,0.3535,0.3054,1.0,0.87,0.3,0.125,0.5,1.0,0.2684,0.337,0.4864,0
CLT-1009,TRN-2015,1.0,0.3398,0.2346,1.0,0.61,0.3,0.2191,0.5,0.1,0.3644,0.3391,0.4472,0
CLT-1009,TRN-2016,0.3,0.3776,0.5512,0.5,1.0,0.3,0.1559,0.4566,1.0,0.3203,0.2083,0.4747,0
CLT-1009,TRN-2017,1.0,0.8604,0.8357,1.0,1.0,0.3,1.0,0.2,1.0,0.6776,0.5963,0.7897,1
CLT-1009,TRN-2018,1.0,0.3921,0.8539,0.5,0.61,0.3,1.0,1.0,1.0,0.2892,0.3302,0.6627,0
CLT-1009,TRN-2019,0.3,0.4473,0.2473,0.5,0.61,0.3,0.1198,0.5,0.7,0.3289,0.3721,0.4115,0
CLT-1009,TRN-2020,1.0,0.2414,0.8993,1.0,0.87,0.3,0.1662,0.4113,1.0,0.2902,0.2405,0.5711,1
CLT-1009,TRN-2021,1.0,0.3677,0.71,0.5,0.74,0.3,0.1429,0.2,0.6,0.2396,0.3649,0.4784,0
CLT-1009,TRN-2022,1.0,0.2285,0.9421,1.0,0.87,0.3,0.1559,0.4113,0.1,0.2613,0.3856,0.5096,0
CLT-1009,TRN-2023,0.3,0.6901,0.2047,0.5,0.74,0.3,1.0,0.5,0.8,0.2807,0.4208,0.5451,0
CLT-1009,TRN-2024,1.0,0.2298,0.9429,0.5,0.61,0.3,0.125,0.683,1.0,0.3748,0.1973,0.53,0
CLT-1009,TRN-2025,1.0,0.3797,0.247,1.0,0.87,0.3,0.2039,0.5,0.3,0.3676,0.3735,0.5029,0
CLT-1010,TRN-2001,1.0,0.2329,0.8538,1.0,0.61,1.0,0.5,0.5,0.6,0.3463,0.2897,0.5814,0
CLT-1010,TRN-2002,1.0,0.7709,0.7613,0.5,0.87,1.0,0.5,0.9245,0.9,0.6003,0.6533,0.7666,1
CLT-1010,TRN-2003,1.0,0.1865,0.3599,1.0,0.87,0.7,0.5,0.8642,1.0,0.2596,0.3689,0.619,0
CLT-1010,TRN-2004,1.0,0.3503,0.3411,1.0,0.61,1.0,0.5,0.9396,0.7,0.3217,0.2615,0.5942,0
CLT-1010,TRN-2005,1.0,0.2729,0.7504,0.5,0.61,1.0,0.5,1.0,0.4,0.3074,0.3974,0.5806,0
CLT-1010,TRN-2006,1.0,0.2311,0.1375,1.0,0.61,1.0,0.5,0.8189,1.0,0.2471,0.3851,0.588,0
CLT-1010,TRN-2007,0.3,0.2296,0.2709,1.0,0.74,1.0,0.5,0.2,1.0,0.3537,0.4148,0.5065,0
CLT-1010,TRN-2008,1.0,0.3096,0.3631,1.0,0.74,1.0,0.5,0.4264,1.0,0.3924,0.4054,0.6093,1
CLT-1010,TRN-2009,0.3,0.1933,0.5586,0.5,0.61,1.0,0.5,0.5,1.0,0.323,0.3345,0.4918,0
CLT-1010,TRN-2010,1.0,0.3336,0.191,0.5,0.61,1.0,0.5,0.2,1.0,0.3007,0.2728,0.5038,0
CLT-1010,TRN-2011,0.3,0.9298,0.9358,1.0,1.0,1.0,0.5,0.5,0.5,0.8364,0.9643,0.7734,1
CLT-1010,TRN-2012,0.3,0.3164,0.7378,1.0,0.74,1.0,0.5,0.8189,0.2,0.362,0.2758,0.5256,0
CLT-1010,TRN-2013,0.3,0.3674,0.8044,0.5,0.74,1.0,0.5,0.5,0.5,0.3001,0.2458,0.4931,0
CLT-1010,TRN-2014,0.3,0.2824,0.7204,1.0,0.87,1.0,0.5,0.5,1.0,0.3442,0.2058,0.5659,1
CLT-1010,TRN-2015,1.0,0.2214,0.6638,1.0,0.61,1.0,0.5,0.5,0.1,0.3813,0.4337,0.5398,0
CLT-1010,TRN-2016,0.3,0.362,0.2603,0.5,1.0,0.7,0.5,0.4566,1.0,0.1564,0.2399,0.4892,0
CLT-1010,TRN-2017,1.0,1.0,0.847,1.0,1.0,1.0,0.5,0.2,1.0,0.5919,0.6594,0.7991,1
CLT-1010,TRN-2018,1.0,0.1876,0.3997,0.5,0.61,1.0,0.5,1.0,1.0,0.3016,0.1746,0.5613,0
CLT-1010,TRN-2019,0.3,0.3369,0.9284,0.5,0.61,1.0,0.5,0.5,0.7,0.2053,0.3839,0.5165,0
CLT-1010,TRN-2020,1.0,0.3255,0.1732,1.0,0.87,1.0,0.5,0.4113,1.0,0.2135,0.3437,0.5877,0
CLT-1010,TRN-2021,1.0,0.3873,0.155,0.5,0.74,1.0,0.5,0.2,0.6,0.2344,0.3101,0.4869,0
CLT-1010,TRN-2022,1.0,0.3978,0.7459,1.0,0.87,1.0,0.5,0.4113,0.1,0.2367,0.2829,0.5614,0
CLT-1010,TRN-2023,0.3,0.3179,0.9223,1.0,0.74,1.0,0.5,0.5,0.8,0.2396,0.3402,0.5683,0
CLT-1010,TRN-2024,1.0,0.2871,0.385,0.5,0.61,1.0,0.5,0.683,1.0,0.2702,0.2583,0.5542,0
CLT-1010,TRN-2025,1.0,0.242,0.693,1.0,0.87,1.0,0.5,0.5,0.3,0.3946,0.3746,0.5838,1
CLT-1011,TRN-2001,0.5,0.2332,0.8366,1.0,0.61,0.7,0.4786,0.5,0.6,0.2855,0.2023,0.5045,0
CLT-1011,TRN-2002,0.5,0.3268,0.6335,0.5,0.87,0.3,0.5355,0.9245,0.9,0.2983,0.3962,0.5697,0
CLT-1011,TRN-2003,0.5,0.2623,0.9248,1.0,0.87,0.3,0.5738,0.8642,1.0,0.163,0.4458,0.628,1
CLT-1011,TRN-2004,0.5,0.2434,0.6876,0.5,0.61,0.3,0.5998,0.9396,0.7,0.2555,0.3729,0.519,0
CLT-1011,TRN-2005,0.5,0.2757,0.602,1.0,0.61,0.7,0.4786,1.0,0.4,0.2804,0.3641,0.5374,0
CLT-1011,TRN-2006,0.5,0.5123,0.8454,0.5,0.61,0.3,0.2598,0.8189,1.0,0.1654,0.2875,0.5376,0
CLT-1011,TRN-2007,0.5,0.2256,0.8261,0.5,0.74,0.3,0.5617,0.2,1.0,0.2846,0.3452,0.4983,0
CLT-1011,TRN-2008,0.5,0.3258,0.9013,0.5,0.74,0.7,0.2185,0.4264,1.0,0.4103,0.3232,0.5308,0
CLT-1011,TRN-2009,0.5,0.3161,0.8456,1.0,0.61,0.3,0.2583,0.5,1.0,0.3152,0.3853,0.541,0
CLT-1011,TRN-2010,0.5,0.2113,0.7826,1.0,0.61,0.7,1.0,0.2,1.0,0.3347,0.366,0.5772,0
CLT-1011,TRN-2011,0.5,0.3691,0.8423,0.5,1.0,0.7,0.2598,0.5,0.5,0.3571,0.6985,0.5717,0
CLT-1011,TRN-2012,0.5,0.2753,0.7545,1.0,0.74,0.7,0.4219,0.8189,0.2,0.2623,0.3278,0.5198,0
CLT-1011,TRN-2013,0.5,0.4085,0.6317,0.5,0.74,0.3,0.4219,0.5,0.5,0.3221,0.272,0.4677,0
CLT-1011,TRN-2014,0.5,0.3025,0.6527,1.0,0.87,0.7,0.4219,0.5,1.0,0.3193,0.1915,0.5565,0
CLT-1011,TRN-2015,0.5,0.2817,0.6032,0.5,0.61,0.7,0.2185,0.5,0.1,0.1676,0.3432,0.3981,0
CLT-1011,TRN-2016,0.5,0.2753,0.6102,1.0,1.0,0.3,0.2583,0.4566,1.0,0.2772,0.2164,0.5274,0
CLT-1011,TRN-2017,0.5,0.3801,0.7174,1.0,1.0,0.3,0.4786,0.2,1.0,0.2729,0.4463,0.5783,1
CLT-1011,TRN-2018,0.5,0.3857,0.7632,1.0,0.61,0.7,0.4786,1.0,1.0,0.3324,0.3357,0.6195,1
CLT-1011,TRN-2019,0.5,0.3579,0.5945,1.0,0.61,0.7,0.5998,0.5,0.7,0.2544,0.3559,0.538,0
CLT-1011,TRN-2020,0.5,0.3066,0.6047,0.5,0.87,0.3,0.2312,0.4113,1.0,0.3603,0.2736,0.4878,0
CLT-1011,TRN-2021,0.5,0.2142,0.5929,0.5,0.74,0.3,1.0,0.2,0.6,0.334,0.3954,0.4892,0
CLT-1011,TRN-2022,0.5,0.3011,0.8165,1.0,0.87,0.7,0.2583,0.4113,0.1,0.4004,0.2321,0.4786,0
CLT-1011,TRN-2023,0.5,0.3804,0.6356,1.0,0.74,0.3,0.4786,0.5,0.8,0.3119,0.4065,0.5492,0
CLT-1011,TRN-2024,0.5,0.5247,0.8373,1.0,0.61,0.3,0.4219,0.683,1.0,0.3336,0.1837,0.5732,0
CLT-1011,TRN-2025,0.5,0.2864,0.6962,1.0,0.87,0.3,0.3759,0.5,0.3,0.4017,0.339,0.4987,0
CLT-1012,TRN-2001,0.3,0.3962,0.2571,1.0,0.61,0.7,0.4957,0.5,0.6,0.2293,0.2882,0.4662,0
CLT-1012,TRN-2002,0.3,0.336,0.9297,0.5,0.87,0.3,0.3563,0.9245,0.9,0.3613,0.1868,0.5394,0
CLT-1012,TRN-2003,0.3,0.4705,0.6792,1.0,0.87,0.3,0.4634,0.8642,1.0,0.3882,0.3067,0.6016,1
CLT-1012,TRN-2004,0.3,0.4931,0.5875,0.5,0.61,0.3,1.0,0.9396,0.7,0.2742,0.2584,0.5472,0
CLT-1012,TRN-2005,0.3,0.3462,0.5544,1.0,0.61,0.7,0.4957,1.0,0.4,0.3234,0.2411,0.5124,0
CLT-1012,TRN-2006,0.3,0.1598,0.6917,0.5,0.61,0.3,0.463,0.8189,1.0,0.3554,0.3669,0.4995,0
CLT-1012,TRN-2007,1.0,0.2374,0.796,0.5,0.74,0.3,0.3745,0.2,1.0,0.2839,0.1703,0.5017,0
CLT-1012,TRN-2008,0.3,0.2997,0.8889,0.5,0.74,0.7,0.324,0.4264,1.0,0.2123,0.3735,0.5121,0
CLT-1012,TRN-2009,1.0,0.2926,0.2837,1.0,0.61,0.3,0.4506,0.5,1.0,0.2612,0.289,0.5332,0
CLT-1012,TRN-2010,0.3,0.3115,0.7661,1.0,0.61,0.7,0.4207,0.2,1.0,0.2828,0.5173,0.5366,0
CLT-1012,TRN-2011,1.0,0.272,0.1937,0.5,1.0,0.7,0.463,0.5,0.5,0.3069,0.299,0.507,0
CLT-1012,TRN-2012,1.0,0.2801,0.8389,1.0,0.74,0.7,0.5874,0.8189,0.2,0.314,0.3016,0.5871,0
CLT-1012,TRN-2013,1.0,0.3925,0.2017,0.5,0.74,0.3,0.5874,0.5,0.5,0.328,0.3555,0.4981,0
CLT-1012,TRN-2014,1.0,0.2054,0.3957,1.0,0.87,0.7,0.5874,0.5,1.0,0.2901,0.4157,0.6082,0
CLT-1012,TRN-2015,0.3,0.4157,0.1776,0.5,0.61,0.7,0.324,0.5,0.1,0.2701,0.2019,0.3571,0
CLT-1012,TRN-2016,1.0,0.375,0.853,1.0,1.0,0.3,0.4506,0.4566,1.0,0.4041,0.5079,0.6712,1
CLT-1012,TRN-2017,0.3,0.2845,0.9073,1.0,1.0,0.3,0.4957,0.2,1.0,0.4166,0.3616,0.5637,1
CLT-1012,TRN-2018,0.3,0.284,0.7434,1.0,0.61,0.7,0.4957,1.0,1.0,0.317,0.2212,0.5715,0
CLT-1012,TRN-2019,1.0,0.3971,0.2077,1.0,0.61,0.7,1.0,0.5,0.7,0.3786,0.4077,0.6037,0
CLT-1012,TRN-2020,0.3,0.3061,0.622,0.5,0.87,0.3,0.5443,0.4113,1.0,0.2467,0.3,0.4958,0
CLT-1012,TRN-2021,0.3,0.2324,0.5609,0.5,0.74,0.3,0.4207,0.2,0.6,0.2485,0.3042,0.4016,0
CLT-1012,TRN-2022,0.3,0.1966,0.7012,1.0,0.87,0.7,0.4506,0.4113,0.1,0.2867,0.4262,0.4725,0
CLT-1012,TRN-2023,1.0,0.5191,0.1387,1.0,0.74,0.3,0.4957,0.5,0.8,0.2058,0.2649,0.544,0
CLT-1012,TRN-2024,0.3,0.3152,0.6574,1.0,0.61,0.3,0.5874,0.683,1.0,0.2946,0.5288,0.5698,0
CLT-1012,TRN-2025,0.3,0.2565,0.2483,1.0,0.87,0.3,0.3232,0.5,0.3,0.3243,0.3049,0.4227,0
CLT-1013,TRN-2001,0.3,0.2772,0.3032,1.0,0.61,0.7,0.1147,0.5,0.6,0.1688,0.2079,0.4059,0
CLT-1013,TRN-2002,0.3,0.2749,0.6816,0.5,0.87,0.3,0.1736,0.9245,0.9,0.3906,0.4687,0.5324,0
CLT-1013,TRN-2003,0.3,0.4121,0.7976,1.0,0.87,0.3,1.0,0.8642,1.0,0.2821,0.2367,0.6363,1
CLT-1013,TRN-2004,0.3,0.2221,0.9463,0.5,0.61,0.3,0.1823,0.9396,0.7,0.3648,0.3196,0.4838,0
CLT-1013,TRN-2005,0.3,0.3169,0.7406,1.0,0.61,0.7,0.1147,1.0,0.4,0.4054,0.311,0.5056,0
CLT-1013,TRN-2006,0.3,0.5935,0.873,0.5,0.61,0.3,0.1517,0.8189,1.0,0.2473,0.2403,0.5223,0
CLT-1013,TRN-2007,1.0,0.22,0.9257,0.5,0.74,0.3,0.1697,0.2,1.0,0.1854,0.2669,0.4994,0
CLT-1013,TRN-2008,0.3,0.3687,0.5768,0.5,0.74,0.7,0.1226,0.4264,1.0,0.3384,0.2847,0.4715,0
CLT-1013,TRN-2009,1.0,0.2478,0.2764,1.0,0.61,0.3,0.1749,0.5,1.0,0.1956,0.2122,0.4875,0
CLT-1013,TRN-2010,0.3,0.3872,0.755,1.0,0.61,0.7,0.1303,0.2,1.0,0.361,0.2753,0.4923,0
CLT-1013,TRN-2011,1.0,0.272,0.2506,0.5,1.0,0.7,0.1517,0.5,0.5,0.2507,0.3255,0.4843,0
CLT-1013,TRN-2012,1.0,0.3067,0.8748,1.0,0.74,0.7,0.0726,0.8189,0.2,0.2876,0.3515,0.5529,0
CLT-1013,TRN-2013,1.0,0.3173,0.2868,0.5,0.74,0.3,0.0726,0.5,0.5,0.3944,0.2437,0.4388,0
CLT-1013,TRN-2014,1.0,0.264,0.2786,1.0,0.87,0.7,0.0726,0.5,1.0,0.2737,0.544,0.5758,0
CLT-1013,TRN-2015,0.3,0.1636,0.3902,0.5,0.61,0.7,0.1226,0.5,0.1,0.3504,0.2387,0.3342,0
CLT-1013,TRN-2016,1.0,0.2682,0.6179,1.0,1.0,0.3,0.1749,0.4566,1.0,0.2641,0.3076,0.5757,0
CLT-1013,TRN-2017,0.3,0.2854,0.6041,1.0,1.0,0.3,0.1147,0.2,1.0,0.345,0.3703,0.4995,0
CLT-1013,TRN-2018,0.3,0.2198,0.8922,1.0,0.61,0.7,0.1147,1.0,1.0,0.1944,0.3064,0.5459,0
CLT-1013,TRN-2019,1.0,0.3427,0.312,1.0,0.61,0.7,0.1823,0.5,0.7,0.3095,0.2784,0.5111,0
CLT-1013,TRN-2020,0.3,0.3539,0.8672,0.5,0.87,0.3,0.165,0.4113,1.0,0.3602,0.2463,0.4902,0
CLT-1013,TRN-2021,0.3,0.2786,0.592,0.5,0.74,0.3,0.1303,0.2,0.6,0.1996,0.3069,0.382,0
CLT-1013,TRN-2022,0.3,0.2421,0.7358,1.0,0.87,0.7,0.1749,0.4113,0.1,0.3158,0.3044,0.4426,0
CLT-1013,TRN-2023,1.0,0.299,0.3345,1.0,0.74,0.3,0.1147,0.5,0.8,0.3815,0.3774,0.524,0
CLT-1013,TRN-2024,0.3,0.2912,0.6734,1.0,0.61,0.3,0.0726,0.683,1.0,0.1576,0.2704,0.4789,0
CLT-1013,TRN-2025,0.3,0.1691,0.1862,1.0,0.87,0.3,0.1992,0.5,0.3,0.2908,0.4155,0.4071,0
CLT-1014,TRN-2001,1.0,0.3931,0.3938,0.5,0.61,1.0,0.1786,0.5,0.6,0.2489,0.3191,0.4953,0
CLT-1014,TRN-2002,1.0,0.2918,0.9085,1.0,0.87,1.0,0.3156,0.9245,0.9,0.4363,0.3231,0.6804,1
CLT-1014,TRN-2003,1.0,0.294,0.9241,0.5,0.87,0.7,0.2356,0.8642,1.0,0.2744,0.3901,0.6282,1
CLT-1014,TRN-2004,1.0,0.3433,0.578,1.0,0.61,1.0,0.1927,0.9396,0.7,0.3215,0.3259,0.5956,0
CLT-1014,TRN-2005,1.0,0.2808,0.6895,1.0,0.61,1.0,0.1786,1.0,0.4,0.3706,0.2214,0.5636,0
CLT-1014,TRN-2006,1.0,0.3192,0.5547,0.5,0.61,1.0,0.212,0.8189,1.0,0.2494,0.3476,0.5707,0
CLT-1014,TRN-2007,0.0,0.1989,0.7926,1.0,0.74,1.0,1.0,0.2,1.0,0.3328,0.2624,0.5451,0
CLT-1014,TRN-2008,1.0,0.3476,0.604,0.5,0.74,1.0,0.2213,0.4264,1.0,0.312,0.3519,0.5632,0
CLT-1014,TRN-2009,0.0,0.326,0.1738,1.0,0.61,1.0,0.2536,0.5,1.0,0.3116,0.1858,0.4415,0
CLT-1014,TRN-2010,1.0,0.3157,0.5844,1.0,0.61,1.0,0.3829,0.2,1.0,0.3575,0.2343,0.5602,0
CLT-1014,TRN-2011,0.0,0.3327,0.231,1.0,1.0,1.0,0.212,0.5,0.5,0.2639,0.3444,0.4592,0
CLT-1014,TRN-2012,0.0,0.3261,0.7573,0.5,0.74,1.0,0.352,0.8189,0.2,0.3536,0.2667,0.4512,0
CLT-1014,TRN-2013,0.0,0.2615,0.2584,0.5,0.74,1.0,0.352,0.5,0.5,0.3877,0.3432,0.4086,0
CLT-1014,TRN-2014,0.0,0.3189,0.2302,1.0,0.87,1.0,0.352,0.5,1.0,0.3502,0.2405,0.492,0
CLT-1014,TRN-2015,1.0,0.5011,0.3664,1.0,0.61,1.0,0.2213,0.5,0.1,0.3211,0.5033,0.5313,0
CLT-1014,TRN-2016,0.0,0.3827,0.6458,1.0,1.0,0.7,0.2536,0.4566,1.0,0.4448,0.3556,0.5469,0
CLT-1014,TRN-2017,1.0,0.9033,0.7982,0.5,1.0,1.0,0.1786,0.2,1.0,0.7073,0.8528,0.7505,1
CLT-1014,TRN-2018,1.0,0.3095,0.9419,1.0,0.61,1.0,0.1786,1.0,1.0,0.2999,0.2171,0.6386,1
CLT-1014,TRN-2019,0.0,0.584,0.2415,0.5,0.61,1.0,0.1927,0.5,0.7,0.3373,0.2705,0.4271,0
CLT-1014,TRN-2020,1.0,0.2933,0.7818,1.0,0.87,1.0,0.3479,0.4113,1.0,0.2987,0.3105,0.625,1
CLT-1014,TRN-2021,1.0,0.2828,0.6369,0.5,0.74,1.0,0.3829,0.2,0.6,0.2723,0.2058,0.4939,0
CLT-1014,TRN-2022,1.0,0.3189,0.7701,0.5,0.87,1.0,0.2536,0.4113,0.1,0.1844,0.1665,0.4764,0
CLT-1014,TRN-2023,0.0,0.5502,0.3807,0.5,0.74,1.0,0.1786,0.5,0.8,0.3421,0.3591,0.4688,0
CLT-1014,TRN-2024,1.0,0.278,0.9178,1.0,0.61,1.0,0.352,0.683,1.0,0.2417,0.2819,0.6244,0
CLT-1014,TRN-2025,1.0,0.368,0.1049,0.5,0.87,1.0,0.2133,0.5,0.3,0.2763,0.3091,0.4706,0
CLT-1015,TRN-2001,1.0,0.2904,0.6172,1.0,0.61,1.0,0.5,0.5,0.6,0.2326,0.2016,0.5491,0
CLT-1015,TRN-2002,1.0,0.2205,0.8154,0.5,0.87,1.0,0.5,0.9245,0.9,0.3295,0.3455,0.6396,0
CLT-1015,TRN-2003,1.0,0.6123,0.3515,1.0,0.87,0.7,0.5,0.8642,1.0,0.2813,0.2351,0.6587,1
CLT-1015,TRN-2004,1.0,0.7203,0.274,1.0,0.61,1.0,0.5,0.9396,0.7,0.761,0.9849,0.7622,1
CLT-1015,TRN-2005,1.0,0.2224,0.8175,0.5,0.61,1.0,0.5,1.0,0.4,0.2973,0.4026,0.5799,0
CLT-1015,TRN-2006,1.0,0.3557,0.2153,1.0,0.61,1.0,0.5,0.8189,1.0,0.3325,0.3815,0.6165,1
CLT-1015,TRN-2007,0.3,0.1297,0.2244,1.0,0.74,1.0,0.5,0.2,1.0,0.2847,0.3495,0.4759,0
CLT-1015,TRN-2008,1.0,0.3644,0.3195,1.0,0.74,1.0,0.5,0.4264,1.0,0.3083,0.3984,0.6066,0
CLT-1015,TRN-2009,0.3,0.2814,0.7595,0.5,0.61,1.0,0.5,0.5,1.0,0.2863,0.3485,0.5211,0
CLT-1015,TRN-2010,1.0,0.3363,0.3333,0.5,0.61,1.0,0.5,0.2,1.0,0.2812,0.2918,0.5182,0
CLT-1015,TRN-2011,0.3,0.2285,0.6695,1.0,1.0,1.0,0.5,0.5,0.5,0.3231,0.5282,0.5652,0
CLT-1015,TRN-2012,0.3,0.3619,0.9125,1.0,0.74,1.0,0.5,0.8189,0.2,0.2696,0.2882,0.5431,0
CLT-1015,TRN-2013,0.3,0.3457,0.551,0.5,0.74,1.0,0.5,0.5,0.5,0.3507,0.3532,0.4851,0
CLT-1015,TRN-2014,0.3,0.2402,0.7513,1.0,0.87,1.0,0.5,0.5,1.0,0.3345,0.378,0.5854,1
CLT-1015,TRN-2015,1.0,0.3059,0.8517,1.0,0.61,1.0,0.5,0.5,0.1,0.3357,0.3059,0.5479,0
CLT-1015,TRN-2016,0.3,0.2304,0.3945,0.5,1.0,0.7,0.5,0.4566,1.0,0.3084,0.2432,0.4935,0
CLT-1015,TRN-2017,1.0,0.9975,0.7047,1.0,1.0,1.0,0.5,0.2,1.0,0.5638,0.9129,0.8183,1
CLT-1015,TRN-2018,1.0,0.2197,0.3585,0.5,0.61,1.0,0.5,1.0,1.0,0.3104,0.4317,0.5969,0
CLT-1015,TRN-2019,0.3,0.2501,0.7234,0.5,0.61,1.0,0.5,0.5,0.7,0.2366,0.3883,0.4892,0
CLT-1015,TRN-2020,1.0,0.2607,0.1505,1.0,0.87,1.0,0.5,0.4113,1.0,0.1948,0.3319,0.5742,0
CLT-1015,TRN-2021,1.0,0.2214,0.1601,0.5,0.74,1.0,0.5,0.2,0.6,0.3168,0.3458,0.4751,0
CLT-1015,TRN-2022,1.0,0.2988,0.8354,1.0,0.87,1.0,0.5,0.4113,0.1,0.2119,0.4242,0.5735,0
CLT-1015,TRN-2023,0.3,0.4123,0.8999,1.0,0.74,1.0,0.5,0.5,0.8,0.248,0.308,0.5752,1
CLT-1015,TRN-2024,1.0,0.361,0.3418,0.5,0.61,1.0,0.5,0.683,1.0,0.2658,0.3221,0.5685,0
CLT-1015,TRN-2025,1.0,0.3844,0.7516,1.0,0.87,1.0,0.5,0.5,0.3,0.3225,0.3202,0.5963,0
CLT-1016,TRN-2001,0.0,0.3281,0.7935,0.5,0.61,1.0,0.0788,0.5,0.6,0.336,0.3336,0.4314,0
CLT-1016,TRN-2002,0.0,0.348,0.7449,1.0,0.87,1.0,0.1739,0.9245,0.9,0.4142,0.3452,0.573,0
CLT-1016,TRN-2003,0.0,0.3225,0.9488,0.5,0.87,0.7,0.0866,0.8642,1.0,0.2507,0.1713,0.5009,0
CLT-1016,TRN-2004,0.0,0.5821,0.5694,1.0,0.61,1.0,0.1408,0.9396,0.7,0.3463,0.2651,0.5263,0
CLT-1016,TRN-2005,0.0,0.303,0.8078,1.0,0.61,1.0,0.0788,1.0,0.4,0.3401,0.2319,0.4785,0
CLT-1016,TRN-2006,0.0,0.2885,0.9199,0.5,0.61,1.0,0.1408,0.8189,1.0,0.3166,0.3168,0.5037,0
CLT-1016,TRN-2007,1.0,0.2881,0.6586,1.0,0.74,1.0,0.13,0.2,1.0,0.302,0.2914,0.5587,0
CLT-1016,TRN-2008,0.0,0.3639,0.8655,0.5,0.74,1.0,1.0,0.4264,1.0,0.3673,0.3614,0.5737,0
CLT-1016,TRN-2009,1.0,0.2959,0.6436,1.0,0.61,1.0,0.1858,0.5,1.0,0.371,0.1572,0.5626,0
CLT-1016,TRN-2010,0.0,0.1687,0.7057,1.0,0.61,1.0,0.156,0.2,1.0,0.3505,0.2424,0.4425,0
CLT-1016,TRN-2011,1.0,0.3105,0.6676,1.0,1.0,1.0,0.1408,0.5,0.5,0.2035,0.1574,0.5493,0
CLT-1016,TRN-2012,1.0,0.3483,0.6432,0.5,0.74,1.0,0.1183,0.8189,0.2,0.1824,0.3618,0.5144,0
CLT-1016,TRN-2013,1.0,0.262,0.7546,0.5,0.74,1.0,0.1183,0.5,0.5,0.2414,0.2805,0.5039,0
CLT-1016,TRN-2014,1.0,0.2882,0.6291,1.0,0.87,1.0,0.1183,0.5,1.0,0.4008,0.3165,0.6053,1
CLT-1016,TRN-2015,0.0,0.3878,0.9421,1.0,0.61,1.0,1.0,0.5,0.1,0.1798,0.4006,0.5252,0
CLT-1016,TRN-2016,1.0,0.406,0.7963,1.0,1.0,0.7,0.1858,0.4566,1.0,0.2129,0.3811,0.6356,0
CLT-1016,TRN-2017,0.0,0.3607,0.6217,0.5,1.0,1.0,0.0788,0.2,1.0,0.3808,0.3123,0.4711,0
CLT-1016,TRN-2018,0.0,0.3101,0.6395,1.0,0.61,1.0,0.0788,1.0,1.0,0.2819,0.282,0.5211,0
CLT-1016,TRN-2019,1.0,0.2619,0.8949,0.5,0.61,1.0,0.1408,0.5,0.7,0.2649,0.3198,0.5291,0
CLT-1016,TRN-2020,0.0,0.2928,0.8225,1.0,0.87,1.0,0.1634,0.4113,1.0,0.2391,0.2228,0.5073,0
CLT-1016,TRN-2021,0.0,0.4106,0.8091,0.5,0.74,1.0,0.156,0.2,0.6,0.3355,0.3008,0.4335,0
CLT-1016,TRN-2022,0.0,0.2863,0.8732,0.5,0.87,1.0,0.1858,0.4113,0.1,0.2638,0.3607,0.4169,0
CLT-1016,TRN-2023,1.0,0.3208,0.5527,0.5,0.74,1.0,0.0788,0.5,0.8,0.4299,0.4469,0.5511,0
CLT-1016,TRN-2024,0.0,0.3221,0.7045,1.0,0.61,1.0,0.1183,0.683,1.0,0.2647,0.2002,0.4917,0
